,sample_id,rock_name,qap_name,major_id,method_id,sio2,tio2,al2o3,fe2o3,mgo,cao,mno,k2o,na2o,p2o5,rock_type
15696,568864,monzonite,monzogranite,545469,1,71.2,0.41,14.5,1.7,0.7,2.0,0.07,4.1,3.2,0.11,granite
15697,568866,rhyolite,monzogranite,570346,1,73.1,0.13,12.5,0.35,0.3,2.5,0.09,5.09,0.72,0.02,granite
15698,568867,latite,monzogranite,581229,1,73.9,0.19,12.4,1.1,0.26,1.5,0.03,4.43,3.2,0.06,granite
15699,568871,monzonite,syenogranite,357359,1,55.8,0.94,16.1,2.2,3.2,1.7,0.11,7.6,0.45,0.54,granite
15700,568872,monzonite,syenogranite,381995,1,57.6,0.88,14.5,3.6,0.66,1.0,0.02,8.2,0.28,0.47,granite
15701,568882,monzonite,monzogranite,541321,1,70.9,0.29,14.9,1.3,0.93,2.1,0.04,4.2,3.6,0.09,granite
15704,568891,granodiorite,monzogranite,486709,1,66.2,0.56,15.3,1.1,1.6,3.1,0.1,4.1,2.2,0.18,granite
15705,568895,monzonite,monzogranite,536403,1,70.5,0.38,14.5,1.3,0.76,2.0,0.1,5.1,2.8,0.12,granite
15706,568899,granodiorite,monzogranite,536129,1,70.5,0.22,15.6,0.6,0.53,2.3,0.1,3.9,3.0,0.08,granite
15707,568918,diabase,diorite,88426,1,46.1,3.9,14.3,2.9,4.7,8.5,0.22,0.86,3.2,0.49,diorite
15708,568924,diabase,diorite,102122,1,46.8,3.9,14.1,1.3,4.5,9.2,0.22,0.67,3.2,0.51,diorite
15709,568925,granite,monzogranite,545526,1,71.2,0.46,14.6,0.9,0.57,1.5,0.04,5.1,3.0,0.18,granite
15712,568928,granite,monzogranite,550690,1,71.6,0.42,14.6,0.7,0.54,1.5,0.04,4.7,2.8,0.17,granite
15714,568930,granite,monzogranite,593613,1,74.9,0.07,13.6,0.4,0.03,0.24,0.04,3.9,3.9,0.01,granite
15715,568931,granite,monzogranite,563799,1,72.6,0.36,14.4,0.6,0.48,1.4,0.04,4.5,2.9,0.13,granite
15723,568951,monzonite,monzogranite,565124,1,72.7,0.27,14.5,1.4,0.74,1.5,0.04,4.6,3.5,0.08,granite
15724,568955,monzonite,monzogranite,561011,1,72.4,0.26,14.4,0.8,0.35,0.96,0.07,4.8,3.6,0.06,granite
15725,568956,monzonite,monzogranite,492191,1,66.7,0.53,16.2,1.7,1.2,2.2,0.11,5.2,3.5,0.16,granite
15726,568958,trachyte,monzogranite,540389,1,70.8,0.59,13.3,3.3,0.32,0.22,0.18,4.9,5.4,0.06,granite
15727,568966,andesite,monzogranite,483272,1,65.9,0.41,15.1,1.8,1.2,3.2,0.11,4.1,3.3,0.14,granite
15728,568968,latite,monzogranite,583776,1,74.1,0.14,13.4,0.8,0.8,0.42,0.07,5.2,2.8,0.01,granite
15729,568976,gabbro,diorite,133188,1,48.0,0.08,19.3,0.81,9.8,13.3,0.03,0.08,0.55,0.02,diorite
15731,568991,dacite,monzogranite,505246,1,67.9,0.19,14.2,1.1,0.35,4.0,0.05,4.1,3.4,0.08,granite
15733,568994,dacite,monzogranite,531459,1,70.1,0.34,15.2,1.8,0.31,2.1,0.02,4.1,3.8,0.14,granite
15734,568995,dacite,monzogranite,500780,1,67.5,0.34,14.7,1.7,0.5,2.1,0.04,3.8,3.7,0.14,granite
15737,569000,monzonite,monzogranite,593881,1,74.9,0.22,13.4,0.19,0.28,1.2,0.02,5.44,2.4,0.05,granite
15738,569002,rhyolite,monzogranite,505356,1,67.9,0.37,15.8,1.6,0.63,2.3,0.04,3.91,3.6,0.15,granite
15739,569009,diabase,diorite,288511,1,52.0,1.7,14.0,2.8,4.7,7.7,0.17,0.32,4.8,0.22,diorite
15740,569010,diabase,diorite,392538,1,58.4,1.1,16.4,4.3,1.7,2.8,0.1,0.29,7.9,0.47,diorite
15741,569028,monzonite,monzogranite,592539,1,74.8,0.15,13.2,0.52,0.19,1.1,0.09,4.2,3.6,0.03,granite
15742,569044,granite,monzogranite,545568,1,71.2,0.51,14.6,0.8,0.61,1.7,0.04,4.7,2.9,0.18,granite
15743,569053,monzonite,monzogranite,552887,1,71.8,0.24,14.5,1.0,0.45,1.8,0.07,3.6,3.8,0.42,granite
15744,569055,granite,monzogranite,545507,1,71.2,0.44,14.6,0.7,0.51,1.6,0.04,5.1,2.9,0.17,granite
15746,569072,granite,monzogranite,586419,1,74.3,0.17,13.9,1.0,0.09,0.73,0.07,4.0,4.3,0.07,granite
15748,569075,monzonite,monzogranite,569249,1,73.0,0.27,14.0,0.9,0.39,1.6,0.05,3.9,3.8,0.12,granite
15749,569076,monzonite,monzogranite,579857,1,73.8,0.17,14.0,0.6,0.09,0.76,0.07,4.1,4.4,0.07,granite
15750,569090,monzonite,monzogranite,513618,1,68.6,0.51,15.7,1.2,1.0,3.2,0.03,4.0,2.9,0.17,granite
15751,569094,andesite,diorite,255710,1,51.0,0.76,17.1,1.2,6.7,10.3,0.03,0.94,2.5,0.21,diorite
15755,569109,granodiorite,monzogranite,554431,1,71.9,0.33,14.9,0.43,0.64,1.5,0.08,4.7,2.7,0.24,granite
15757,569112,monzonite,monzogranite,573145,1,73.3,0.16,13.9,0.24,0.19,1.1,0.04,4.9,3.2,0.09,granite
15758,569113,granodiorite,monzogranite,546703,1,71.3,0.36,15.1,0.26,0.53,1.8,0.08,4.1,3.0,0.18,granite
15759,569115,granite,monzogranite,512483,1,68.5,0.56,15.0,0.44,1.0,2.3,0.08,4.4,2.9,0.24,granite
15762,569120,granite,monzogranite,565095,1,72.7,0.26,14.0,0.31,0.32,2.0,0.06,4.2,3.2,0.06,granite
15768,569138,rhyolite,monzogranite,525048,1,69.6,0.29,14.6,1.5,0.4,1.8,0.04,4.8,3.7,0.02,granite
15772,569159,monzonite,monzogranite,542564,1,71.0,0.27,15.5,0.76,0.35,1.6,0.01,4.2,4.1,0.05,granite
15773,569164,granodiorite,monzogranite,550497,1,71.6,0.28,15.1,0.46,0.54,1.7,0.05,4.62,3.2,0.21,granite
15774,569169,monzonite,monzogranite,485694,1,66.1,0.62,15.8,1.5,1.5,3.0,0.07,4.6,3.5,0.18,granite
15775,569181,diorite,diorite,139648,1,48.2,0.59,19.6,2.8,5.7,11.2,0.19,0.16,2.5,0.02,diorite
15776,569193,diorite,diorite,312198,1,53.1,0.42,19.5,0.46,5.7,10.7,0.07,0.4,3.0,0.04,diorite
15781,569232,granodiorite,monzogranite,472564,1,64.9,0.68,15.2,1.4,2.8,3.7,0.15,4.54,2.5,0.22,granite
15782,569234,granodiorite,monzogranite,483498,1,65.9,0.63,14.9,1.2,2.5,3.4,0.06,4.54,2.6,0.2,granite
15783,569243,monzonite,monzogranite,564824,1,72.7,0.13,14.5,1.1,0.29,1.2,0.04,4.5,3.3,0.07,granite
15784,569244,monzonite,monzogranite,559496,1,72.3,0.14,15.0,0.78,0.41,1.8,0.05,4.1,3.5,0.09,granite
15785,569252,granite,monzogranite,523018,1,69.4,0.57,15.2,0.9,1.0,1.9,0.04,4.6,2.0,0.12,granite
15787,569270,granodiorite,monzogranite,553088,1,71.8,0.33,14.2,0.94,0.59,1.7,0.03,4.7,3.0,0.08,granite
15788,569274,granodiorite,monzogranite,585067,1,74.2,0.15,14.0,0.4,0.35,1.7,0.04,4.1,3.1,0.04,granite
15793,569351,granodiorite,monzogranite,464598,1,64.2,0.57,16.2,0.82,1.1,3.2,0.08,4.9,2.9,0.26,granite
15794,569361,diabase,diorite,175969,1,49.2,1.2,16.0,1.3,7.5,10.2,0.18,0.6,2.4,0.15,diorite
15795,569362,diabase,diorite,172194,1,49.1,1.2,15.7,1.3,7.5,10.0,0.18,0.73,2.3,0.15,diorite
15796,569363,diabase,diorite,168238,1,49.0,1.1,16.1,0.8,7.9,10.1,0.17,0.61,2.3,0.13,diorite
15797,569364,diabase,diorite,168161,1,49.0,1.0,16.4,0.9,8.0,10.0,0.17,0.59,2.3,0.13,diorite
15798,569370,diabase,diorite,88433,1,46.1,4.0,15.3,4.1,5.1,5.2,0.22,0.62,3.8,0.53,diorite
15799,569375,granite,monzogranite,575850,1,73.5,0.19,14.2,0.13,0.23,2.0,0.05,4.3,3.1,0.03,granite
15801,569389,rhyolite,monzogranite,581306,1,73.9,0.22,13.0,2.5,0.03,0.42,0.03,5.4,3.4,0.07,granite
15802,569390,rhyolite,monzogranite,517903,1,69.0,0.25,14.2,1.1,1.5,1.8,0.05,4.1,2.2,0.11,granite
15805,569399,rhyolite,monzogranite,501854,1,67.6,0.25,14.3,1.5,1.1,2.3,0.03,4.3,2.0,0.08,granite
15806,569402,rhyolite,monzogranite,571862,1,73.2,0.19,12.7,2.9,0.15,0.79,0.03,5.5,3.4,0.05,granite
15807,569404,rhyolite,monzogranite,566355,1,72.8,0.22,12.5,2.4,0.13,0.83,0.21,5.4,3.0,0.02,granite
15808,569407,granite,syenogranite,596150,1,75.1,0.13,14.3,0.87,0.42,0.62,0.17,4.7,0.53,0.16,granite
15810,569424,monzonite,monzogranite,507888,1,68.1,0.46,15.2,0.47,1.9,2.9,0.04,4.0,3.3,0.14,granite
15811,569429,monzonite,monzogranite,536525,1,70.5,0.46,15.2,0.8,0.64,2.0,0.07,3.8,3.6,0.14,granite
15812,569431,monzonite,monzogranite,511284,1,68.4,0.53,16.1,1.6,0.83,2.3,0.09,4.2,3.9,0.16,granite
15813,569432,monzonite,monzogranite,492192,1,66.7,0.53,16.4,1.7,0.86,2.5,0.1,4.4,4.1,0.19,granite
15814,569435,monzonite,monzogranite,573264,1,73.3,0.21,14.7,0.6,0.32,1.1,0.06,4.2,3.6,0.07,granite
15815,569439,monzonite,monzogranite,555908,1,72.0,0.42,14.9,1.0,0.54,1.6,0.08,4.2,3.8,0.11,granite
15816,569446,alaskite,monzogranite,547825,1,71.4,0.25,15.3,0.7,0.35,0.8,0.07,5.9,3.2,0.08,granite
15817,569449,rhyolite,syenogranite,609463,1,76.4,0.09,13.5,0.62,0.13,0.03,0.04,5.7,0.67,0.02,granite
15818,569450,rhyolite,syenogranite,599578,1,75.4,0.17,13.8,1.0,0.06,0.06,0.03,6.1,0.83,0.07,granite
15819,569452,latite,monzogranite,503158,1,67.7,0.43,16.3,2.4,0.67,1.9,0.11,4.3,3.6,0.18,granite
15820,569463,andesite,diorite,89834,1,46.2,1.6,18.1,6.7,5.2,11.0,0.26,0.09,2.4,0.13,diorite
15821,569470,monzonite,monzogranite,514599,1,68.7,0.4,15.1,0.92,1.4,2.4,0.12,3.9,3.8,0.23,granite
15822,569472,monzonite,monzogranite,486717,1,66.2,0.57,15.3,0.74,1.7,3.9,0.08,4.2,2.4,0.15,granite
15824,569478,rhyolite,monzogranite,571953,1,73.2,0.22,14.3,0.27,0.14,1.1,0.02,5.4,3.4,0.03,granite
15825,569479,granodiorite,diorite,208774,1,50.0,0.81,16.9,1.3,6.1,11.5,0.16,0.57,2.4,0.11,diorite
15826,569489,granite,monzogranite,596386,1,75.1,0.33,13.2,0.13,0.31,1.2,0.04,4.2,3.0,0.06,granite
15827,569491,granite,monzogranite,555697,1,72.0,0.28,14.3,0.31,0.5,1.3,0.04,4.9,3.1,0.1,granite
15828,569493,granite,monzogranite,540204,1,70.8,0.38,14.8,0.73,0.58,1.6,0.05,5.1,3.4,0.14,granite
15829,569494,granite,monzogranite,544134,1,71.1,0.4,14.5,0.39,0.53,1.5,0.05,5.2,3.0,0.13,granite
15834,569508,monzonite,monzogranite,558523,1,72.2,0.3,14.4,1.3,0.54,1.4,0.1,5.1,3.7,0.09,granite
15835,569509,monzonite,monzogranite,536182,1,70.5,0.26,15.2,1.1,0.64,1.6,0.1,5.1,3.9,0.12,granite
15836,569510,monzonite,monzogranite,515697,1,68.8,0.37,15.7,1.0,0.9,2.1,0.07,5.4,3.5,0.18,granite
15837,569511,monzonite,monzogranite,517986,1,69.0,0.32,15.7,1.5,0.58,1.9,0.1,4.9,3.8,0.14,granite
15838,569512,monzonite,monzogranite,516741,1,68.9,0.3,15.7,1.3,0.86,2.2,0.07,5.1,3.7,0.16,granite
15839,569519,monzonite,monzogranite,538890,1,70.7,0.35,15.2,0.3,0.58,2.0,0.07,3.9,3.3,0.12,granite
15840,569520,monzonite,monzogranite,575998,1,73.5,0.25,13.5,1.0,0.45,1.3,0.1,4.8,3.2,0.09,granite
15841,569528,granodiorite,monzogranite,509100,1,68.2,0.52,15.9,0.4,0.7,2.2,0.07,4.2,3.1,0.19,granite
15842,569529,monzonite,monzogranite,538955,1,70.7,0.39,15.4,0.4,0.58,1.8,0.07,4.4,3.0,0.14,granite
15843,569530,granodiorite,monzogranite,539013,1,70.7,0.43,15.2,0.4,0.6,1.9,0.07,4.1,3.1,0.16,granite
15844,569532,monzonite,monzogranite,538945,1,70.7,0.38,15.6,0.2,0.58,1.9,0.07,3.9,3.2,0.13,granite
15846,569540,monzonite,monzogranite,555348,1,72.0,0.03,15.3,0.5,0.26,1.5,0.13,4.9,3.4,0.07,granite
15847,569542,andesite,diorite,274567,1,51.5,1.9,17.5,3.3,5.5,8.0,0.22,0.88,3.6,0.37,diorite
15848,569547,rhyolite,monzogranite,501847,1,67.6,0.23,15.6,1.9,0.4,2.3,0.07,4.27,3.2,0.12,granite
15849,569581,pyroxenite,diorite,99570,1,46.7,1.6,16.1,2.2,8.3,10.0,0.11,0.16,2.2,0.16,diorite
15851,569657,rhyolite,syenogranite,596209,1,75.1,0.16,12.9,0.6,0.41,0.06,0.07,8.0,1.4,0.03,granite
15852,569661,monzonite,monzogranite,550366,1,71.6,0.22,15.0,1.6,0.26,0.81,0.04,4.9,4.6,0.06,granite
15857,569678,monzonite,monzogranite,566414,1,72.8,0.24,13.9,0.89,0.48,1.8,0.05,3.7,3.5,0.02,granite
15858,569681,monzonite,monzogranite,578656,1,73.7,0.23,14.0,0.87,0.13,1.0,0.03,5.0,3.3,0.02,granite
15859,569683,monzonite,monzogranite,554251,1,71.9,0.25,14.3,0.73,0.2,1.3,0.04,4.8,3.2,0.02,granite
15860,569684,monzonite,monzogranite,562537,1,72.5,0.37,14.2,0.74,0.21,1.3,0.03,4.6,3.7,0.16,granite
15863,569699,monzonite,monzogranite,559560,1,72.3,0.19,15.3,1.0,0.44,1.7,0.07,4.3,2.9,0.13,granite
15868,569714,rhyolite,monzogranite,599649,1,75.4,0.21,13.3,0.73,0.09,0.48,0.1,5.43,2.5,0.07,granite
15869,569720,felsite,monzogranite,506391,1,68.0,0.25,13.8,0.4,0.19,4.4,0.17,5.9,1.6,0.2,granite
15870,569732,felsite,monzogranite,475759,1,65.2,0.52,15.6,0.9,1.5,2.9,0.06,4.0,3.5,0.23,granite
15872,569787,rhyolite,monzogranite,571891,1,73.2,0.2,13.4,1.1,0.35,1.2,0.07,4.88,2.6,0.06,granite
15873,569788,latite,monzogranite,472258,1,64.9,0.37,13.4,2.2,1.6,4.6,0.08,3.5,2.6,0.14,granite
15874,569796,andesite,diorite,180247,1,49.3,1.6,17.9,2.7,4.6,8.5,0.2,1.1,3.6,0.51,diorite
15875,569800,diabase,diorite,172104,1,49.1,1.1,15.1,0.9,7.9,10.9,0.16,0.27,2.2,0.13,diorite
15876,569802,diabase,diorite,164363,1,48.9,0.99,15.0,1.8,6.4,10.5,0.13,0.6,2.4,0.12,diorite
15877,569804,rhyolite,monzogranite,558420,1,72.2,0.25,15.2,0.9,0.58,1.9,0.05,4.3,3.9,0.14,granite
15878,569805,rhyolite,syenogranite,615259,1,77.1,0.08,12.3,0.38,0.03,0.28,0.02,7.5,1.7,0.02,granite
15879,569810,rhyolite,monzogranite,582294,1,74.0,0.06,12.8,0.21,0.06,0.68,0.06,5.2,2.1,0.02,granite
15880,569817,monzonite,monzogranite,578573,1,73.7,0.2,14.0,0.66,0.25,1.1,0.07,4.3,3.4,0.06,granite
15882,569820,monzonite,monzogranite,533948,1,70.3,0.37,15.0,1.1,0.93,2.5,0.07,4.0,2.8,0.12,granite
15885,569859,monzonite,monzogranite,413002,1,60.0,0.87,14.1,4.4,6.0,1.4,0.03,4.1,1.4,0.52,granite
15886,569888,rhyolite,monzogranite,593888,1,74.9,0.23,11.2,3.1,0.16,1.1,0.05,5.2,3.1,0.03,granite
15887,569891,rhyolite,monzogranite,584008,1,74.1,0.26,11.8,3.6,0.19,0.13,0.03,5.3,3.3,0.04,granite
15888,569893,dacite,monzogranite,522908,1,69.4,0.47,12.4,4.5,0.38,0.83,0.08,5.2,3.9,0.09,granite
15891,569897,andesite,monzogranite,454518,1,63.3,1.2,14.2,5.5,1.2,2.7,0.19,4.1,3.6,0.51,granite
15892,569901,diabase,diorite,105852,1,47.0,0.72,18.7,5.5,7.1,12.2,0.24,0.03,2.0,0.08,diorite
15893,569902,aplite,monzogranite,482232,1,65.8,0.46,14.6,1.6,1.8,1.9,0.33,5.8,1.7,0.16,granite
15895,569906,andesite,diorite,188104,1,49.5,1.5,18.0,2.1,4.0,9.1,0.28,1.0,3.6,0.62,diorite
15900,569943,gabbro,diorite,223572,1,50.3,1.4,19.5,2.2,4.5,9.5,0.14,0.99,3.0,0.39,diorite
15901,569944,gabbro,diorite,146770,1,48.4,1.2,17.8,4.3,6.4,10.0,0.18,0.8,2.5,0.36,diorite
15902,569973,monzonite,monzogranite,571715,1,73.2,0.12,14.8,0.46,0.23,1.2,0.06,4.5,3.3,0.07,granite
15903,569977,monzonite,monzogranite,507987,1,68.1,0.55,15.1,1.6,1.2,3.1,0.08,4.2,2.9,0.21,granite
15904,569979,monzonite,monzogranite,603619,1,75.8,0.09,13.5,0.54,0.15,0.71,0.04,4.5,3.4,0.21,granite
15905,569986,diabase,diorite,205431,1,49.9,2.3,14.9,7.4,3.8,8.3,0.26,0.45,3.8,0.41,diorite
15906,569993,diabase,diorite,122288,1,47.6,3.0,13.8,8.1,4.2,7.5,0.27,0.31,4.3,0.34,diorite
15907,569995,diabase,diorite,111263,1,47.2,2.1,15.5,4.6,4.5,10.1,0.21,0.5,3.0,0.33,diorite
15908,570044,monzonite,monzogranite,526228,1,69.7,0.3,14.8,0.7,1.1,2.7,0.06,4.8,2.4,0.13,granite
15909,570138,gabbro,diorite,146154,1,48.4,0.1,19.7,0.63,9.4,16.1,0.1,0.02,0.46,0.02,diorite
15910,570152,andesite,diorite,140389,1,48.2,1.7,14.5,3.8,7.0,10.3,0.21,0.26,2.6,0.2,diorite
15913,570171,diabase,diorite,192239,1,49.6,1.7,14.7,1.6,7.7,9.1,0.18,0.29,3.2,0.01,diorite
15914,570181,granodiorite,monzogranite,504200,1,67.8,0.38,15.1,1.4,1.4,4.0,0.11,4.2,2.6,0.18,granite
15915,570183,monzonite,monzogranite,606717,1,76.1,0.14,13.0,0.84,0.19,0.56,0.06,5.1,3.0,0.02,granite
15916,570184,granodiorite,monzogranite,552798,1,71.8,0.2,13.6,1.1,0.96,3.0,0.08,5.0,2.4,0.12,granite
15917,570186,monzonite,monzogranite,588889,1,74.5,0.15,13.5,0.8,0.34,0.91,0.07,5.3,3.0,0.04,granite
15918,570187,monzonite,monzogranite,583900,1,74.1,0.2,13.7,0.79,0.45,1.2,0.05,5.1,3.1,0.06,granite
15919,570189,granodiorite,monzogranite,522731,1,69.4,0.34,14.8,1.1,1.2,3.4,0.1,4.4,2.5,0.16,granite
15920,570190,granodiorite,monzogranite,563432,1,72.6,0.17,14.1,1.0,0.43,1.6,0.05,4.8,3.1,0.06,granite
15921,570192,granodiorite,monzogranite,489944,1,66.5,0.45,15.1,1.7,1.6,4.4,0.1,4.0,2.6,0.24,granite
15925,570243,monzonite,monzogranite,537730,1,70.6,0.39,15.0,0.7,1.1,2.8,0.04,4.3,1.9,0.17,granite
15926,570247,diorite,monzogranite,496537,1,67.1,0.48,16.0,1.3,1.6,3.1,0.04,3.9,2.1,0.12,granite
15927,570248,diorite,monzogranite,486612,1,66.2,0.49,16.0,1.2,1.7,3.4,0.03,4.0,1.9,0.12,granite
15928,570249,diorite,monzogranite,477908,1,65.4,0.52,15.9,0.9,1.8,3.7,0.05,3.8,1.7,0.26,granite
15930,570270,diorite,diorite,310531,1,53.0,1.2,19.9,3.1,3.7,8.2,0.07,0.42,4.8,0.44,diorite
15931,570479,diorite,diorite,101476,1,46.8,0.86,22.1,4.6,3.1,12.5,0.12,0.15,2.4,0.52,diorite
15932,570482,gabbro,diorite,130166,1,47.9,0.46,26.6,2.4,3.5,13.3,0.03,0.36,1.9,0.03,diorite
15934,570541,andesite,diorite,214718,1,50.1,2.7,14.3,4.9,5.3,7.6,0.15,0.55,3.8,0.44,diorite
15935,570586,gabbro,diorite,118518,1,47.5,0.72,20.8,3.1,4.5,13.1,0.16,0.04,2.3,0.16,diorite
15936,570630,dacite,monzogranite,504292,1,67.8,0.45,14.9,1.91,0.99,2.09,0.086,4.55,3.98,0.21,granite
15937,570642,monzonite,monzogranite,549281,1,71.5,0.32,14.9,0.64,0.65,1.8,0.1,4.2,3.4,0.06,granite
15938,570643,monzonite,monzogranite,557182,1,72.1,0.33,13.9,0.93,0.74,2.2,0.12,4.1,2.6,0.12,granite
15939,570644,gabbro,diorite,325265,1,53.8,0.53,15.0,3.0,5.8,5.1,0.14,0.5,5.1,0.05,diorite
15940,570648,diabase,diorite,290523,1,52.1,0.72,14.8,1.5,7.0,6.1,0.13,0.8,4.4,0.08,diorite
15941,570665,andesite,diorite,283183,1,51.8,1.8,17.1,3.1,5.9,8.2,0.15,0.71,3.9,0.44,diorite
15942,570683,granodiorite,diorite,407491,1,59.6,0.3,20.3,2.6,0.35,5.9,0.19,1.9,6.8,0.3,diorite
15946,570692,rhyolite,monzogranite,591562,1,74.7,0.33,12.6,2.6,0.18,0.5,0.07,4.1,3.3,0.08,granite
15952,570701,rhyolite,syenogranite,591438,1,74.7,0.21,10.3,2.9,0.79,0.6,0.03,6.1,2.3,0.06,granite
15955,570710,rhyolite,monzogranite,496462,1,67.1,0.41,11.5,5.1,0.48,1.2,0.12,4.1,2.1,0.08,granite
15958,570717,andesite,diorite,150354,1,48.5,1.4,15.4,1.3,9.0,8.6,0.15,0.11,2.8,0.1,diorite
15960,570756,andesite,diorite,228468,1,50.4,1.5,17.6,6.6,4.4,8.2,0.11,1.2,3.9,0.29,diorite
15961,570769,diabase,diorite,270525,1,51.4,0.71,15.5,2.2,6.5,9.2,0.15,0.78,3.1,0.14,diorite
15962,570770,diabase,diorite,201012,1,49.8,2.0,13.5,5.9,5.8,9.0,0.19,0.7,3.3,0.27,diorite
15963,570772,andesite,diorite,160439,1,48.8,0.66,19.5,1.3,7.1,4.0,0.13,0.63,4.0,0.1,diorite
15964,570791,gabbro,diorite,287898,1,52.0,0.57,16.3,4.2,9.6,11.9,0.11,0.12,2.2,0.06,diorite
15965,570797,gabbro,diorite,270396,1,51.4,0.24,17.1,2.7,8.1,11.7,0.13,0.21,2.4,0.04,diorite
15967,570801,diabase,diorite,256430,1,51.0,1.8,13.9,1.7,6.8,7.8,0.12,0.12,4.1,0.13,diorite
15970,570847,monzonite,monzogranite,562508,1,72.5,0.34,14.8,0.2,0.55,1.1,0.01,4.3,3.3,0.28,granite
15972,570852,granite,monzogranite,555599,1,72.0,0.24,14.5,0.4,0.39,1.1,0.02,4.7,3.8,0.02,granite
15973,570862,diabase,diorite,188007,1,49.5,1.4,14.3,2.4,8.2,11.6,0.15,0.21,2.2,0.11,diorite
15974,570869,diabase,diorite,140294,1,48.2,1.5,13.8,2.1,8.0,10.4,0.14,0.48,2.6,0.12,diorite
15975,570873,diabase,diorite,140435,1,48.2,1.8,12.7,2.6,7.4,10.2,0.17,0.27,2.6,0.14,diorite
15976,570880,diabase,diorite,119520,1,47.5,3.6,9.9,6.9,4.7,8.0,0.25,0.41,4.0,0.01,diorite
15977,570881,diabase,diorite,256618,1,51.0,2.3,11.9,3.8,5.7,8.2,0.15,0.78,4.1,0.14,diorite
15978,570898,felsite,diorite,134343,1,48.0,2.7,13.1,5.0,6.0,8.9,0.15,0.07,3.8,0.29,diorite
15979,570899,diabase,diorite,113998,1,47.3,3.3,12.2,6.0,5.0,8.1,0.15,0.19,4.4,0.34,diorite
15981,570918,dacite,monzogranite,537643,1,70.6,0.34,14.6,1.5,0.55,1.2,0.03,4.44,3.19,0.03,granite
15982,570931,,monzogranite,599511,1,75.4,0.14,13.4,0.82,0.12,0.31,0.01,5.6,3.0,0.01,granite
15984,570942,monzonite,monzogranite,572206,1,73.2,0.43,14.8,1.1,0.48,1.8,0.02,4.3,3.6,0.05,granite
15987,570958,granodiorite,monzogranite,517057,1,68.9,0.52,14.8,1.7,1.6,3.3,0.05,4.1,3.0,0.08,granite
15988,570960,monzonite,monzogranite,543899,1,71.1,0.27,14.9,1.3,0.66,2.0,0.02,4.3,3.4,0.04,granite
15989,570964,rhyolite,monzogranite,538791,1,70.7,0.29,15.1,0.25,1.0,1.5,0.04,4.8,2.6,0.09,granite
15990,570965,diabase,diorite,137171,1,48.1,1.7,15.1,2.8,7.7,12.5,0.16,0.06,2.3,0.13,diorite
15991,570974,gabbro,diorite,297811,1,52.4,1.1,13.9,2.7,5.9,7.9,0.12,0.58,4.2,0.08,diorite
15992,570978,gabbro,diorite,93617,1,46.4,1.7,14.8,2.1,6.8,13.2,0.16,0.25,1.7,0.12,diorite
15993,570982,aplite,monzogranite,602482,1,75.7,0.04,13.6,0.35,0.1,0.3,0.02,5.3,3.5,0.03,granite
15994,570984,,syenogranite,607601,1,76.2,0.1,11.8,0.15,0.2,0.8,0.02,7.4,0.7,0.01,granite
15995,570985,monzonite,monzogranite,552989,1,71.8,0.28,15.1,0.88,0.3,1.3,0.06,5.2,3.6,0.07,granite
16000,571023,granodiorite,monzogranite,531485,1,70.1,0.36,14.9,1.0,0.7,2.2,0.04,4.2,3.9,0.07,granite
16001,571033,monzonite,monzogranite,518153,1,69.0,0.43,14.8,0.8,0.9,2.1,0.03,4.0,3.9,0.08,granite
16002,571034,monzonite,monzogranite,537820,1,70.6,0.45,14.3,0.7,0.7,1.9,0.02,4.2,3.8,0.1,granite
16003,571035,monzonite,monzogranite,535276,1,70.4,0.47,15.0,0.5,1.1,2.6,0.02,3.9,3.3,0.11,granite
16004,571040,granodiorite,monzogranite,536290,1,70.5,0.32,15.2,1.1,0.3,1.9,0.04,4.5,3.8,0.1,granite
16005,571042,granodiorite,monzogranite,596215,1,75.1,0.16,13.7,0.7,0.24,1.1,0.03,4.9,3.5,0.03,granite
